index,allevents,syto,singlets,intact,erythropoiesis,cd19,cd20,blast
17462,1,1,1,1,0,0,0,0
17463,1,1,1,1,0,1,0,1
17464,1,1,1,1,0,0,0,0
17465,1,1,1,1,0,0,0,0
17466,1,1,1,1,0,1,0,1
17467,1,1,1,1,0,0,0,0
17468,1,1,1,0,0,0,0,0
17469,1,1,1,1,0,1,0,1
17470,1,1,1,1,0,1,0,1
17471,1,1,1,1,0,0,0,0
17472,1,1,1,1,0,0,0,0
17473,1,1,1,1,0,1,1,0
17474,1,1,1,1,0,1,0,1
17475,1,1,1,1,0,0,0,0
17476,1,1,1,1,0,1,0,1
17477,1,1,1,1,0,0,0,0
17478,1,1,1,1,0,0,0,0
17479,1,1,1,1,0,1,0,1
17480,1,1,1,1,0,1,0,1
17481,1,1,1,1,0,0,0,0
17482,1,1,1,1,1,0,0,0
17483,1,1,1,1,0,1,0,1
17484,1,1,1,1,0,1,0,1
17485,1,1,1,1,0,1,1,0
17486,1,1,0,0,0,0,0,0
17487,1,1,1,1,0,1,0,1
17488,1,1,1,1,1,0,0,0
17489,1,1,1,1,0,1,0,1
17490,1,1,1,1,1,0,0,0
17491,1,1,1,1,1,0,0,0
17492,1,1,1,1,0,1,0,1
17493,1,1,0,0,0,0,0,0
17494,1,1,1,1,0,1,1,0
17495,1,1,1,1,0,1,0,1
17496,1,1,1,1,0,0,0,0
17497,1,1,1,1,0,0,0,0
17498,1,1,1,1,1,0,0,0
17499,1,1,1,1,1,0,0,0
17500,1,1,1,1,0,1,0,1
17501,1,1,1,1,0,0,0,0
17502,1,0,0,0,0,0,0,0
17503,1,1,1,1,1,0,0,0
17504,1,1,1,1,0,1,0,1
17505,1,1,1,1,0,0,0,0
17506,1,1,1,1,0,1,0,1
17507,1,1,1,1,0,1,0,1
17508,1,1,1,1,0,0,0,0
17509,1,1,1,1,1,0,0,0
17510,1,1,1,1,0,1,0,1
17511,1,1,1,1,0,1,0,1
17512,1,1,0,0,0,0,0,0
17513,1,1,1,1,0,0,0,0
17514,1,1,1,1,0,1,0,1
17515,1,1,1,1,1,0,0,0
17516,1,1,1,1,1,0,0,0
17517,1,1,1,1,0,1,0,1
17518,1,1,1,1,0,0,0,0
17519,1,1,1,1,0,0,0,0
17520,1,1,1,1,0,1,0,1
17521,1,1,1,1,0,0,0,0
17522,1,1,1,1,0,0,0,0
17523,1,1,1,1,0,0,0,0
17524,1,1,1,1,0,0,0,0
17525,1,1,1,1,0,1,0,1
17526,1,1,1,1,0,0,0,0
17527,1,1,1,1,0,1,0,1
17528,1,1,1,1,0,1,0,1
17529,1,1,1,1,1,0,0,0
17530,1,1,1,1,0,1,0,1
17531,1,1,1,1,0,0,0,0
17532,1,1,1,1,0,0,0,0
17533,1,1,1,1,0,1,0,1
17534,1,1,1,1,0,0,0,0
17535,1,1,1,1,0,0,0,0
17536,1,1,1,1,0,0,0,0
17537,1,1,1,1,0,1,0,1
17538,1,1,1,1,0,1,0,1
17539,1,1,1,1,0,1,0,1
17540,1,1,1,1,0,1,1,0
17541,1,1,1,1,0,1,0,1
17542,1,1,1,1,0,0,0,0
17543,1,1,1,1,0,0,0,0
17544,1,1,1,1,1,0,0,0
17545,1,1,1,1,0,0,0,0
17546,1,1,1,1,0,1,0,1
17547,1,1,1,1,0,0,0,0
17548,1,1,1,1,0,0,0,0
17549,1,1,1,1,0,1,0,1
17550,1,1,1,1,0,0,0,0
17551,1,1,1,1,0,1,0,1
17552,1,1,1,1,1,0,0,0
17553,1,1,1,1,0,1,0,1
17554,1,1,1,1,0,1,0,1
17555,1,1,1,1,0,0,0,0
17556,1,1,0,0,0,0,0,0
17557,1,1,1,1,0,0,0,0
17558,1,1,1,1,0,0,0,0
17559,1,1,1,1,0,1,1,0
17560,1,1,1,1,0,1,0,1
17561,1,1,1,1,0,0,0,0
17562,1,1,1,1,0,0,0,0
17563,1,1,1,1,0,1,0,1
17564,1,1,1,1,0,1,0,1
17565,1,1,1,1,0,1,0,1
17566,1,1,1,1,0,0,0,0
17567,1,1,1,1,0,1,0,1
17568,1,1,1,1,0,1,0,1
17569,1,1,1,1,0,0,0,0
17570,1,1,1,1,0,0,0,0
17571,1,1,1,1,0,0,0,0
17572,1,1,1,1,0,1,0,1
17573,1,0,0,0,0,0,0,0
17574,1,1,1,1,0,0,0,0
17575,1,1,1,1,0,0,0,0
17576,1,1,1,1,0,1,0,1
17577,1,1,1,1,0,1,0,1
17578,1,1,1,1,0,1,0,1
17579,1,1,1,1,0,0,0,0
17580,1,1,1,1,0,1,1,0
17581,1,1,1,1,0,1,0,1
17582,1,1,1,1,0,0,0,0
17583,1,1,1,1,0,1,0,1
17584,1,1,1,1,0,1,0,1
17585,1,1,1,1,0,1,0,1
17586,1,1,1,1,0,0,0,0
17587,1,1,1,1,0,0,0,0
17588,1,1,1,1,0,1,1,0
17589,1,1,1,1,1,0,0,0
17590,1,1,1,1,0,1,0,1
17591,1,1,1,1,0,0,0,0
17592,1,1,1,1,0,0,0,0
17593,1,1,1,1,1,0,0,0
17594,1,1,1,1,0,1,0,1
17595,1,1,1,1,0,0,0,0
17596,1,1,1,1,0,1,0,1
17597,1,1,1,1,0,0,0,0
17598,1,1,1,1,0,0,0,0
17599,1,1,1,1,0,1,0,0
17600,1,1,1,1,0,0,0,0
17601,1,1,1,1,0,0,0,0
17602,1,1,1,1,0,1,1,0
17603,1,1,0,0,0,0,0,0
17604,1,1,1,1,0,0,0,0
17605,1,1,1,1,0,1,0,1
17606,1,1,1,1,0,1,0,1
17607,1,1,1,1,0,1,1,0
17608,1,1,1,1,0,1,0,1
17609,1,1,1,1,1,0,0,0
17610,1,1,1,1,0,0,0,0
17611,1,1,1,1,0,0,0,0
17612,1,1,1,1,0,0,0,0
17613,1,1,1,1,0,0,0,0
17614,1,1,1,1,0,0,0,0
17615,1,1,1,1,0,1,0,1
17616,1,1,1,1,0,1,0,1
17617,1,1,1,1,0,1,0,1
17618,1,1,1,1,0,1,0,1
17619,1,1,1,0,0,0,0,0
17620,1,1,0,0,0,0,0,0
17621,1,1,1,1,0,1,0,1
17622,1,1,1,1,0,1,0,1
17623,1,1,1,1,0,1,0,1
17624,1,1,1,1,0,1,0,1
17625,1,1,1,1,0,0,0,0
17626,1,1,1,1,1,0,0,0
17627,1,1,1,0,0,0,0,0
17628,1,1,1,1,0,1,0,1
17629,1,1,0,0,0,0,0,0
17630,1,1,1,1,0,0,0,0
17631,1,1,1,1,0,1,1,0
17632,1,0,0,0,0,0,0,0
17633,1,1,1,1,0,1,0,1
17634,1,1,1,1,0,0,0,0
17635,1,1,1,1,1,0,0,0
17636,1,1,1,1,0,0,0,0
17637,1,1,1,1,0,0,0,0
17638,1,1,1,1,0,1,0,1
17639,1,1,1,1,0,0,0,0
17640,1,1,1,1,0,0,0,0
17641,1,1,1,1,0,1,1,0
17642,1,1,1,1,0,1,0,1
17643,1,1,1,1,0,1,0,1
17644,1,1,0,0,0,0,0,0
17645,1,1,1,1,0,1,0,1
17646,1,1,1,1,0,1,0,1
17647,1,1,1,1,0,1,0,1
17648,1,1,1,1,0,0,0,0
17649,1,1,1,1,1,0,0,0
17650,1,1,1,1,0,1,1,0
17651,1,1,1,1,0,1,1,0
17652,1,1,1,1,0,0,0,0
17653,1,1,1,1,0,1,0,1
17654,1,1,1,1,0,1,1,0
17655,1,1,1,1,0,0,0,0
17656,1,1,1,1,0,0,0,0
17657,1,1,1,1,0,1,0,1
17658,1,1,1,1,0,0,0,0
17659,1,1,1,1,1,0,0,0
17660,1,1,1,1,0,0,0,0
17661,1,1,1,1,0,1,0,1
17662,1,1,1,1,0,1,0,1
17663,1,1,1,1,0,1,0,1
17664,1,1,1,1,0,0,0,0
17665,1,1,1,1,1,0,0,0
17666,1,1,1,1,0,0,0,0
17667,1,1,1,1,0,0,0,0
17668,1,0,0,0,0,0,0,0
17669,1,1,1,1,0,0,0,0
17670,1,1,1,1,0,0,0,0
17671,1,1,1,1,0,1,1,0
17672,1,1,1,1,0,1,0,1
17673,1,1,1,1,0,1,0,1
17674,1,1,1,1,0,0,0,0
17675,1,1,1,1,0,1,1,0
17676,1,1,1,1,0,0,0,0
17677,1,1,1,1,0,1,1,0
17678,1,1,1,1,0,1,0,1
17679,1,1,1,1,0,0,0,0
17680,1,1,1,1,0,0,0,0
17681,1,1,1,1,0,1,0,1
17682,1,1,1,1,0,0,0,0
17683,1,1,1,1,0,0,0,0
17684,1,1,1,1,0,1,0,1
17685,1,1,1,1,0,1,0,1
17686,1,1,1,1,0,0,0,0
17687,1,1,1,1,0,1,0,1
17688,1,1,1,1,0,0,0,0
17689,1,1,1,1,0,1,0,1
17690,1,1,1,1,0,1,0,1
17691,1,1,1,1,0,1,0,1
17692,1,0,0,0,0,0,0,0
17693,1,1,1,1,0,0,0,0
17694,1,1,1,1,0,1,0,1
17695,1,1,1,1,0,1,0,1
17696,1,1,1,1,0,0,0,0
17697,1,1,1,1,0,1,0,1
17698,1,1,1,1,0,1,0,1
17699,1,0,0,0,0,0,0,0
17700,1,1,1,1,0,0,0,0
17701,1,1,1,1,0,0,0,0
17702,1,1,1,1,0,1,0,1
17703,1,1,1,1,0,1,0,1
17704,1,1,1,1,0,0,0,0
17705,1,1,1,1,0,0,0,0
17706,1,1,1,1,0,0,0,0
17707,1,1,1,1,0,0,0,0
17708,1,1,0,0,0,0,0,0
17709,1,1,1,1,0,1,0,1
17710,1,1,1,1,0,1,0,1
17711,1,1,1,1,0,0,0,0
17712,1,0,0,0,0,0,0,0
17713,1,1,1,1,0,0,0,0
17714,1,0,0,0,0,0,0,0
17715,1,1,1,1,0,0,0,0
17716,1,1,1,1,0,1,1,0
17717,1,1,1,1,0,0,0,0
17718,1,1,1,1,1,0,0,0
17719,1,1,1,1,0,1,0,1
17720,1,1,1,1,0,1,0,1
17721,1,1,1,1,1,0,0,0
17722,1,1,1,1,0,0,0,0
17723,1,1,1,1,0,1,0,1
17724,1,1,1,1,0,1,0,1
17725,1,1,1,1,0,1,0,1
17726,1,1,1,1,0,0,0,0
17727,1,1,1,1,0,1,0,1
17728,1,1,1,1,0,1,0,1
17729,1,1,1,1,0,1,0,1
17730,1,1,1,1,1,0,0,0
17731,1,1,1,1,0,0,0,0
17732,1,1,1,1,1,0,0,0
17733,1,1,1,1,0,0,0,0
17734,1,1,1,1,0,0,0,0
17735,1,1,1,1,0,1,0,1
17736,1,1,1,1,0,1,0,1
17737,1,1,1,1,0,0,0,0
17738,1,1,1,1,1,0,0,0
17739,1,1,1,1,1,0,0,0
17740,1,1,1,1,1,0,0,0
17741,1,1,1,1,0,1,0,1
17742,1,1,1,1,0,1,0,1
17743,1,1,1,1,0,1,0,1
17744,1,1,0,0,0,0,0,0
17745,1,1,1,1,0,1,0,1
17746,1,1,1,1,1,0,0,0
17747,1,1,1,1,0,1,0,1
17748,1,1,1,1,0,1,0,1
17749,1,1,1,1,0,1,0,1
17750,1,1,1,1,0,1,0,1
17751,1,1,1,1,0,0,0,0
17752,1,1,1,1,0,1,0,1
17753,1,1,1,1,1,0,0,0
17754,1,1,1,1,0,0,0,0
17755,1,1,1,1,0,1,0,1
17756,1,1,1,1,0,0,0,0
17757,1,1,1,1,0,1,0,1
17758,1,1,1,1,0,1,0,1
17759,1,1,1,1,0,1,0,1
17760,1,1,1,1,0,0,0,0
17761,1,1,1,1,0,1,0,1
17762,1,1,1,1,0,1,0,1
17763,1,1,1,1,0,1,0,1
17764,1,1,1,1,0,1,0,1
17765,1,1,1,1,0,1,0,1
17766,1,1,1,1,0,1,0,1
17767,1,1,1,1,0,1,0,1
17768,1,1,1,1,0,1,0,1
17769,1,1,1,1,0,1,0,1
17770,1,1,1,1,0,0,0,0
17771,1,1,1,1,0,1,0,1
17772,1,1,1,1,0,0,0,0
17773,1,1,1,1,0,0,0,0
17774,1,1,1,1,0,0,0,0
17775,1,1,1,1,0,1,0,1
17776,1,1,1,1,0,0,0,0
17777,1,1,0,0,0,0,0,0
17778,1,1,0,0,0,0,0,0
17779,1,1,1,1,0,0,0,0
17780,1,1,1,1,1,0,0,0
17781,1,1,1,1,1,0,0,0
17782,1,1,1,1,0,0,0,0
17783,1,1,1,1,0,0,0,0
17784,1,1,1,1,0,0,0,0
17785,1,1,1,1,0,1,0,1
17786,1,1,1,1,0,1,1,0
17787,1,1,1,1,0,1,0,1
17788,1,1,1,1,0,0,0,0
17789,1,1,1,1,0,0,0,0
17790,1,1,1,1,0,0,0,0
17791,1,1,1,1,0,1,0,1
17792,1,1,0,0,0,0,0,0
17793,1,1,1,1,0,1,0,1
17794,1,1,1,1,0,0,0,0
17795,1,1,1,1,0,1,0,1
17796,1,1,1,1,0,0,0,0
17797,1,1,1,1,0,0,0,0
17798,1,1,1,1,0,1,0,1
17799,1,1,1,1,0,1,0,1
17800,1,1,0,0,0,0,0,0
17801,1,1,1,1,0,0,0,0
17802,1,1,1,1,0,0,0,0
17803,1,1,1,1,0,0,0,0
17804,1,1,1,1,0,1,0,1
17805,1,1,1,1,0,0,0,0
17806,1,0,0,0,0,0,0,0
17807,1,1,1,1,0,0,0,0
17808,1,1,1,1,0,1,0,1
17809,1,1,1,1,0,1,0,1
17810,1,1,1,1,0,0,0,0
17811,1,1,1,1,0,1,0,1
17812,1,1,1,1,0,0,0,0
17813,1,1,1,1,1,0,0,0
17814,1,1,1,1,0,1,1,0
17815,1,1,1,1,0,0,0,0
17816,1,1,1,1,0,1,0,1
17817,1,1,1,1,0,0,0,0
17818,1,1,1,1,0,0,0,0
17819,1,1,1,1,0,1,0,1
17820,1,0,0,0,0,0,0,0
17821,1,1,1,1,0,0,0,0
17822,1,1,1,1,1,0,0,0
17823,1,1,1,1,0,1,0,1
17824,1,1,1,1,0,0,0,0
17825,1,1,1,1,0,1,0,1
17826,1,1,1,1,0,0,0,0
17827,1,1,0,0,0,0,0,0
17828,1,1,1,1,0,0,0,0
17829,1,0,0,0,0,0,0,0
17830,1,1,1,1,0,0,0,0
17831,1,1,0,0,0,0,0,0
17832,1,1,1,1,0,1,0,1
17833,1,1,1,1,0,0,0,0
17834,1,1,1,1,0,0,0,0
17835,1,1,1,1,0,1,1,0
17836,1,1,1,1,0,0,0,0
17837,1,1,1,1,0,1,1,0
17838,1,0,0,0,0,0,0,0
17839,1,1,1,1,0,0,0,0
17840,1,1,1,1,1,0,0,0
17841,1,1,1,1,0,0,0,0
17842,1,0,0,0,0,0,0,0
17843,1,1,1,1,0,0,0,0
17844,1,1,1,1,0,1,0,1
17845,1,0,0,0,0,0,0,0
17846,1,1,0,0,0,0,0,0
17847,1,1,1,1,0,1,0,1
17848,1,1,0,0,0,0,0,0
17849,1,1,1,1,0,1,0,1
17850,1,1,1,1,0,1,0,1
17851,1,1,1,1,0,1,1,0
17852,1,1,1,1,0,1,1,0
17853,1,1,1,1,0,0,0,0
17854,1,1,1,1,0,1,0,1
17855,1,1,1,1,0,0,0,0
17856,1,1,1,1,0,0,0,0
17857,1,1,1,1,0,0,0,0
17858,1,1,1,1,0,1,1,0
17859,1,1,1,1,0,0,0,0
17860,1,1,1,1,0,1,0,1
17861,1,1,1,1,0,0,0,0
17862,1,1,1,1,0,0,0,0
17863,1,1,1,1,0,0,0,0
17864,1,1,1,1,1,0,0,0
17865,1,1,1,1,0,1,0,1
17866,1,1,1,1,0,1,0,1
17867,1,1,1,1,0,0,0,0
17868,1,1,1,1,0,1,0,1
17869,1,1,1,1,0,0,0,0
17870,1,1,1,1,0,0,0,0
17871,1,1,1,1,0,0,0,0
17872,1,1,1,1,0,1,0,1
17873,1,1,1,1,0,0,0,0
17874,1,1,1,1,0,0,0,0
17875,1,1,1,1,0,1,0,1
17876,1,1,1,1,0,0,0,0
17877,1,1,1,1,0,1,0,1
17878,1,1,1,1,0,0,0,0
17879,1,1,1,1,0,1,1,0
17880,1,1,1,1,0,0,0,0
17881,1,1,1,1,0,0,0,0
17882,1,1,1,1,0,0,0,0
17883,1,1,1,1,0,0,0,0
17884,1,1,1,1,1,0,0,0
17885,1,1,1,1,0,1,0,1
17886,1,1,1,1,0,1,0,1
17887,1,1,1,1,0,0,0,0
17888,1,1,1,1,1,0,0,0
17889,1,1,1,1,0,1,0,1
17890,1,1,1,1,0,1,1,0
17891,1,1,1,1,0,0,0,0
17892,1,1,1,1,0,0,0,0
17893,1,1,1,0,0,0,0,0
17894,1,1,1,1,1,0,0,0
17895,1,1,1,1,0,1,1,0
17896,1,1,1,1,0,0,0,0
17897,1,1,1,1,0,1,1,0
17898,1,1,1,1,0,1,0,1
17899,1,1,1,1,0,1,0,1
17900,1,0,0,0,0,0,0,0
17901,1,1,1,1,0,1,1,0
17902,1,1,1,1,0,1,0,1
17903,1,1,1,1,0,1,0,1
17904,1,1,1,1,0,0,0,0
17905,1,1,1,1,0,1,1,0
17906,1,1,1,1,0,0,0,0
17907,1,1,1,1,0,0,0,0
17908,1,1,1,1,0,0,0,0
17909,1,1,1,1,0,1,0,1
17910,1,1,1,1,0,1,0,1
17911,1,1,1,1,0,1,0,1
17912,1,1,1,1,0,0,0,0
17913,1,1,1,1,0,0,0,0
17914,1,1,1,1,0,0,0,0
17915,1,1,1,1,0,1,0,1
17916,1,1,1,1,0,1,1,0
17917,1,1,1,1,0,1,0,1
17918,1,1,1,1,0,0,0,0
17919,1,0,0,0,0,0,0,0
17920,1,1,1,1,0,0,0,0
17921,1,1,1,1,0,1,0,1
17922,1,1,1,1,0,0,0,0
17923,1,1,1,1,0,1,0,1
17924,1,1,1,1,0,1,0,1
17925,1,1,1,1,0,1,0,1
17926,1,1,1,1,0,0,0,0
17927,1,1,1,1,0,1,0,1
17928,1,1,1,1,0,1,0,1
17929,1,1,1,1,0,0,0,0
17930,1,1,1,1,0,1,1,0
17931,1,1,1,1,0,1,0,1
17932,1,1,1,1,0,1,0,1
17933,1,1,1,1,0,1,0,1
17934,1,1,1,1,0,1,0,1
17935,1,1,1,1,1,0,0,0
17936,1,1,1,1,0,0,0,0
17937,1,1,0,0,0,0,0,0
17938,1,1,1,1,0,1,0,1
17939,1,0,0,0,0,0,0,0
17940,1,1,1,1,0,0,0,0
17941,1,1,1,1,0,0,0,0
17942,1,1,1,1,1,0,0,0
17943,1,1,1,1,0,1,0,1
17944,1,1,1,1,0,1,0,1
17945,1,1,1,1,1,0,0,0
17946,1,1,1,1,0,0,0,0
17947,1,1,1,1,0,0,0,0
17948,1,1,1,1,0,0,0,0
17949,1,1,1,1,0,1,0,1
17950,1,0,0,0,0,0,0,0
17951,1,1,1,1,0,1,0,1
17952,1,1,1,1,0,1,0,1
17953,1,1,1,1,0,1,0,1
17954,1,1,1,1,0,1,0,1
17955,1,1,1,0,0,0,0,0
17956,1,1,1,1,0,1,0,1
17957,1,1,1,1,0,1,0,1
17958,1,1,1,1,1,0,0,0
17959,1,1,1,1,0,0,0,0
17960,1,0,0,0,0,0,0,0
17961,1,1,1,1,0,0,0,0
17962,1,1,1,1,0,0,0,0
17963,1,1,1,1,0,0,0,0
17964,1,1,1,1,0,0,0,0
17965,1,1,1,0,0,0,0,0
17966,1,1,1,1,1,0,0,0
17967,1,0,0,0,0,0,0,0
17968,1,1,1,1,0,0,0,0
17969,1,1,1,1,0,0,0,0
17970,1,1,1,1,1,0,0,0
17971,1,1,1,1,0,1,0,1
17972,1,1,1,1,0,0,0,0
17973,1,1,1,1,0,0,0,0
17974,1,1,1,1,0,0,0,0
17975,1,1,1,1,0,0,0,0
17976,1,1,1,1,0,1,0,1
17977,1,1,1,1,0,0,0,0
17978,1,1,1,1,0,1,0,1
17979,1,1,1,1,0,1,0,1
17980,1,1,1,1,0,1,0,1
17981,1,1,1,1,0,0,0,0
17982,1,1,1,1,0,1,0,1
17983,1,1,1,1,0,1,0,1
17984,1,1,1,1,0,0,0,0
17985,1,1,1,1,0,0,0,0
17986,1,1,1,1,1,0,0,0
17987,1,1,1,1,0,1,0,1
17988,1,1,1,1,0,1,0,1
17989,1,1,1,1,0,1,0,1
17990,1,1,1,1,0,1,0,1
17991,1,1,1,1,0,0,0,0
17992,1,1,1,1,0,1,0,1
17993,1,1,1,1,0,1,0,1
17994,1,1,1,1,0,1,0,1
17995,1,1,1,1,0,0,0,0
17996,1,1,1,1,0,0,0,0
17997,1,1,1,1,0,1,0,1
17998,1,1,1,1,0,0,0,0
17999,1,1,1,1,0,1,1,0
18000,1,1,1,1,0,0,0,0
18001,1,1,1,1,1,0,0,0
18002,1,1,1,1,0,0,0,0
18003,1,1,1,1,1,0,0,0
18004,1,1,1,1,0,1,1,0
18005,1,1,1,1,0,1,0,1
18006,1,1,1,1,0,0,0,0
18007,1,1,1,1,0,1,0,1
18008,1,1,1,1,0,0,0,0
18009,1,1,1,1,0,1,1,0
18010,1,1,1,1,0,0,0,0
18011,1,1,1,1,0,1,0,1
18012,1,1,1,1,0,1,0,1
18013,1,1,1,1,0,1,0,1
18014,1,1,1,1,0,1,0,1
18015,1,1,1,1,0,0,0,0
18016,1,1,1,1,0,0,0,0
18017,1,1,1,1,0,0,0,0
18018,1,1,1,1,0,1,0,1
18019,1,1,1,1,0,1,0,1
18020,1,1,1,1,0,1,0,1
18021,1,1,1,1,0,1,0,1
18022,1,1,1,1,1,0,0,0
18023,1,1,1,1,0,0,0,0
18024,1,1,1,1,0,0,0,0
18025,1,1,1,1,0,0,0,0
18026,1,1,1,1,0,0,0,0
18027,1,1,0,0,0,0,0,0
18028,1,1,0,0,0,0,0,0
18029,1,1,1,1,0,0,0,0
18030,1,1,1,1,0,0,0,0
18031,1,1,1,1,0,1,0,1
18032,1,1,1,1,0,1,0,1
18033,1,1,1,1,0,1,0,1
18034,1,1,1,1,0,0,0,0
18035,1,1,1,1,0,0,0,0
18036,1,1,1,1,0,1,0,1
18037,1,1,1,1,0,0,0,0
18038,1,1,1,1,0,0,0,0
18039,1,1,1,1,0,0,0,0
18040,1,1,1,1,0,1,1,0
18041,1,1,1,1,0,1,0,1
18042,1,1,1,1,0,0,0,0
18043,1,1,1,1,0,0,0,0
18044,1,1,1,1,0,1,1,0
18045,1,1,1,1,0,1,0,1
18046,1,1,1,1,0,0,0,0
18047,1,1,1,1,0,1,0,1
18048,1,1,1,1,0,1,0,1
18049,1,1,1,1,0,1,0,1
18050,1,1,1,1,0,1,0,1
18051,1,1,1,1,0,1,0,1
18052,1,1,1,1,0,0,0,0
18053,1,1,1,1,0,0,0,0
18054,1,1,1,1,0,1,0,1
18055,1,1,1,1,0,0,0,0
18056,1,1,1,1,0,0,0,0
18057,1,1,1,1,0,0,0,0
18058,1,1,1,1,0,1,0,1
18059,1,1,1,1,1,0,0,0
18060,1,1,1,1,0,1,0,1
18061,1,1,1,1,0,0,0,0
18062,1,1,1,1,0,1,0,1
18063,1,1,1,1,0,0,0,0
18064,1,1,1,1,1,0,0,0
18065,1,1,1,1,0,1,0,1
18066,1,1,1,1,0,1,1,0
18067,1,1,1,1,0,0,0,0
18068,1,1,1,1,0,1,0,1
18069,1,1,1,1,0,1,0,1
18070,1,1,1,1,1,0,0,0
18071,1,1,1,1,0,0,0,0
18072,1,1,1,1,0,0,0,0
18073,1,1,1,1,0,0,0,0
18074,1,0,0,0,0,0,0,0
18075,1,1,1,1,0,0,0,0
18076,1,1,1,1,0,1,0,1
18077,1,1,1,1,0,1,0,1
18078,1,1,1,1,0,0,0,0
18079,1,1,1,1,0,0,0,0
18080,1,1,1,1,1,0,0,0
18081,1,1,1,1,0,1,0,1
18082,1,1,1,1,0,1,0,1
18083,1,1,1,1,0,0,0,0
18084,1,1,1,1,0,0,0,0
18085,1,1,1,1,0,1,0,1
18086,1,1,1,1,0,0,0,0
18087,1,1,1,1,0,0,0,0
18088,1,1,1,1,0,1,0,1
18089,1,1,1,1,0,1,1,0
18090,1,1,1,1,0,1,0,1
18091,1,1,1,1,0,0,0,0
18092,1,1,1,1,0,0,0,0
18093,1,1,1,1,0,1,0,1
18094,1,1,1,1,0,1,0,1
18095,1,1,1,1,1,0,0,0
18096,1,1,1,1,0,0,0,0
18097,1,1,1,1,0,1,1,0
18098,1,0,0,0,0,0,0,0
18099,1,1,1,1,1,0,0,0
18100,1,1,1,1,1,0,0,0
18101,1,1,1,1,0,0,0,0
18102,1,1,1,1,0,0,0,0
18103,1,1,1,1,0,1,0,1
18104,1,1,1,1,0,0,0,0
18105,1,1,1,1,0,1,0,1
18106,1,1,1,1,0,1,0,1
18107,1,1,1,1,0,0,0,0
18108,1,1,1,1,0,1,1,0
18109,1,1,1,1,0,0,0,0
18110,1,1,1,1,0,0,0,0
18111,1,1,1,1,0,1,0,1
18112,1,1,1,1,0,1,0,1
18113,1,1,1,1,0,1,0,1
18114,1,1,1,1,0,0,0,0
18115,1,1,1,1,0,0,0,0
18116,1,1,1,1,0,0,0,0
18117,1,1,1,1,0,0,0,0
18118,1,1,1,1,0,1,0,1
18119,1,0,0,0,0,0,0,0
18120,1,1,1,1,0,1,1,0
18121,1,1,1,1,0,0,0,0
18122,1,1,1,1,0,0,0,0
18123,1,1,1,1,0,0,0,0
18124,1,1,1,1,0,1,0,1
18125,1,0,0,0,0,0,0,0
18126,1,0,0,0,0,0,0,0
18127,1,0,0,0,0,0,0,0
18128,1,1,1,1,0,1,0,1
18129,1,1,1,1,0,1,0,1
18130,1,1,0,0,0,0,0,0
18131,1,1,1,1,0,0,0,0
18132,1,0,0,0,0,0,0,0
18133,1,1,1,1,1,0,0,0
18134,1,1,1,1,0,0,0,0
18135,1,1,1,1,0,0,0,0
18136,1,1,1,1,0,0,0,0
18137,1,1,1,1,0,1,1,0
18138,1,1,1,1,0,0,0,0
18139,1,1,1,1,1,0,0,0
18140,1,1,1,1,1,0,0,0
18141,1,1,1,1,0,1,0,1
18142,1,1,1,1,0,0,0,0
18143,1,1,1,1,0,0,0,0
18144,1,1,1,1,1,0,0,0
18145,1,1,1,1,1,0,0,0
18146,1,1,1,1,0,1,0,1
18147,1,1,1,1,0,1,0,1
18148,1,1,1,1,0,0,0,0
18149,1,1,1,1,0,1,0,1
18150,1,0,0,0,0,0,0,0
18151,1,1,1,1,0,1,0,1
18152,1,1,1,1,0,1,0,1
18153,1,1,1,1,0,0,0,0
18154,1,1,1,1,0,0,0,0
18155,1,1,1,1,0,0,0,0
18156,1,1,1,1,0,1,0,1
18157,1,1,1,1,0,0,0,0
18158,1,1,1,1,0,1,0,1
18159,1,1,1,1,0,1,0,1
18160,1,1,1,1,0,1,0,1
18161,1,1,1,1,0,1,0,1
18162,1,1,0,0,0,0,0,0
18163,1,1,1,1,0,0,0,0
18164,1,1,1,1,0,1,0,1
18165,1,1,1,1,0,0,0,0
18166,1,1,1,1,0,0,0,0
18167,1,1,1,1,0,1,0,1
18168,1,1,1,1,0,0,0,0
18169,1,1,1,1,0,0,0,0
18170,1,1,1,1,0,1,0,1
18171,1,1,1,1,0,0,0,0
18172,1,1,1,1,0,1,0,1
18173,1,1,1,1,0,1,0,1
18174,1,0,0,0,0,0,0,0
18175,1,1,1,1,0,1,0,1
18176,1,1,0,0,0,0,0,0
18177,1,1,1,1,0,1,0,1
18178,1,1,1,1,0,0,0,0
18179,1,1,1,1,0,0,0,0
18180,1,1,1,1,1,0,0,0
18181,1,1,1,1,0,1,1,0
18182,1,1,1,1,0,0,0,0
18183,1,1,1,1,0,1,0,1
18184,1,1,1,1,0,1,0,1
18185,1,1,1,1,0,1,0,1
18186,1,1,1,1,0,1,0,1
18187,1,1,1,1,0,0,0,0
18188,1,1,1,1,0,1,0,1
18189,1,1,1,1,0,1,0,1
18190,1,1,1,1,0,0,0,0
18191,1,1,1,1,0,1,0,1
18192,1,1,1,1,0,0,0,0
18193,1,1,1,1,0,1,1,0
18194,1,1,1,1,0,1,0,1
18195,1,1,1,1,0,0,0,0
18196,1,1,1,1,0,0,0,0
